name,price,link,company,product_seq,image,form_factor,interface,protocol,volume,memory_type,nand,ram_type,ram_mounted,sequential_read,sequential_write,read_iops,write_iops,heatsink,rgbled,as_year,support_option,reg_date,bookmark
마이크로닉스 WARP B2,20400.0,https://prod.danawa.com/info/?pcode=16899899&cate=112760,마이크로닉스,16899899,//img.danawa.com/prod_img/500000/899/899/img/16899899_1.jpg?shrink=330:*&_v=20220610100459,6.4cm(2.5형),SATA3 (6Gb/s),,256GB,TLC(기타),3D낸드,,,518,470,nan,nan,0,0,3,37,202204,
타무즈 GKX370 mSATA,60250.0,https://prod.danawa.com/info/?pcode=10034049&cate=112760,타무즈,10034049,//img.danawa.com/prod_img/500000/049/034/img/10034049_1.jpg?shrink=330:*&_v=20210118144530,Mini SATA(mSATA),SATA3 (6Gb/s),,512GB,TLC(기타),3D낸드,,,550,500,nan,nan,0,0,3,47,201911,
마이크론 Crucial P3 M.2 NVMe 아스크텍,119270.0,https://prod.danawa.com/info/?pcode=17472554&cate=112760,마이크론,17472554,//img.danawa.com/prod_img/500000/554/472/img/17472554_1.jpg?shrink=330:*&_v=20221206161847,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,2TB,QLC,3D낸드,,,"3,500","3,000",650,700,0,0,5,43,202207,
TeamGroup MS30 M.2 SATA,22890.0,https://prod.danawa.com/info/?pcode=7911898&cate=112760,TeamGroup,7911898,//img.danawa.com/prod_img/500000/898/911/img/7911898_1.jpg?shrink=330:*&_v=20200513170248,M.2 (2280),SATA3 (6Gb/s),,256GB,TLC(기타),3D낸드,,,500,400,nan,nan,0,0,3,59,201905,
MSI SPATIUM M480 PRO 히트싱크 M.2 NVMe,115550.0,https://prod.danawa.com/info/?pcode=20693885&cate=112760,MSI,20693885,//img.danawa.com/prod_img/500000/885/693/img/20693885_1.jpg?shrink=330:*&_v=20230816163026,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,TLC(기타),3D낸드,DDR4 1GB,DRAM 탑재,"7,400","6,000",750,1000,0,0,5,45,202306,
COLORFUL CN600 PRO M.2 NVMe 디앤디컴,22290.0,https://prod.danawa.com/info/?pcode=18363194&cate=112760,COLORFUL,18363194,//img.danawa.com/prod_img/500000/194/363/img/18363194_1.jpg?shrink=330:*&_v=20230216113124,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,256GB,TLC(기타),3D낸드,,,"3,200","2,300",nan,nan,0,0,3,11,202211,
PNY CS2140 Gen4 M.2 NVMe 제이씨현,57000.0,https://prod.danawa.com/info/?pcode=15436727&cate=112760,PNY,15436727,//img.danawa.com/prod_img/500000/727/436/img/15436727_1.jpg?shrink=330:*&_v=20211015133825,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,TLC(기타),3D낸드,,,"3,600","3,200",nan,nan,0,0,5,13,202110,
마이크론 Crucial P5 M.2 NVMe 대원씨티에스,147990.0,https://prod.danawa.com/info/?pcode=11692448&cate=112760,마이크론,11692448,//img.danawa.com/prod_img/500000/448/692/img/11692448_1.jpg?shrink=330:*&_v=20220712095826,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,2TB,,3D낸드,,,"3,400","3,000",430,500,0,0,5,43,202006,
MSI SPATIUM M461 M.2 NVMe,66950.0,https://prod.danawa.com/info/?pcode=20693099&cate=112760,MSI,20693099,//img.danawa.com/prod_img/500000/099/693/img/20693099_1.jpg?shrink=330:*&_v=20230627123239,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,QLC,3D낸드,,,"5,000","3,200",630,750,0,0,5,41,202306,
Seagate 바라쿠다 Q5 M.2 NVMe,57770.0,https://prod.danawa.com/info/?pcode=12668204&cate=112760,Seagate,12668204,//img.danawa.com/prod_img/500000/204/668/img/12668204_1.jpg?shrink=330:*&_v=20220630125154,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,500GB,QLC,3D낸드,,,"2,300",900,nan,nan,0,0,3,13,202011,
MSI SPATIUM M480 PRO M.2 NVMe,101510.0,https://prod.danawa.com/info/?pcode=20693714&cate=112760,MSI,20693714,//img.danawa.com/prod_img/500000/714/693/img/20693714_1.jpg?shrink=330:*&_v=20230816163107,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,TLC(기타),3D낸드,DDR4 1GB,DRAM 탑재,"7,400","6,000",750,"1,000",0,0,5,45,202306,
마이크론 7300 U.2 NVMe 대원씨티에스,238720.0,https://prod.danawa.com/info/?pcode=18452279&cate=112760,마이크론,18452279,//img.danawa.com/prod_img/500000/279/452/img/18452279_1.jpg?shrink=330:*&_v=20230626172048,6.4cm(2.5형),U.2 (PCIe3.0x4),NVMe,3.84TB,TLC(기타),3D낸드,,,"3,000","1,900",520,95,0,0,5,0,202212,
ADATA LEGEND 970 M.2 NVMe,473990.0,https://prod.danawa.com/info/?pcode=25862687&cate=112760,ADATA,25862687,//img.danawa.com/prod_img/500000/687/862/img/25862687_1.jpg?shrink=330:*&_v=20230802180746,M.2 (2280),PCIe5.0x4 (128GT/s),NVMe 2.0,2TB,TLC(기타),3D낸드,DDR4 4GB,DRAM 탑재,10.000,10.000,1.400,1.400,0,0,5,44,202308,
TeamGroup GX2,17900.0,https://prod.danawa.com/info/?pcode=9282576&cate=112760,TeamGroup,9282576,//img.danawa.com/prod_img/500000/576/282/img/9282576_1.jpg?shrink=330:*&_v=20221006141558,6.4cm(2.5형),SATA3 (6Gb/s),,256GB,TLC(기타),3D낸드,,,500,400,nan,nan,0,0,3,59,201908,
Western Digital WD Blue SN580 M.2 NVMe,80110.0,https://prod.danawa.com/info/?pcode=21691031&cate=112760,Western Digital,21691031,//img.danawa.com/prod_img/500000/031/691/img/21691031_1.jpg?shrink=330:*&_v=20230721183014,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,TLC(기타),3D낸드,,,"4,150","4,150",600,750,0,0,5,9,202307,
